Uniq ID,Year,From Currency,To Currency,Average,Inv Avg
CURR_21988,2011,CNY,AUD,0.150057,6.664134296
CURR_21989,2010,CNY,AUD,0.160916,6.214422432
CURR_21990,2009,CNY,AUD,0.187245,5.340596545
CURR_21991,2008,CNY,AUD,0.172439,5.799152164
CURR_21992,2007,CNY,AUD,0.157028,6.368291005
CURR_21993,2006,CNY,AUD,0.166565,6.003662234
CURR_21994,2005,CNY,AUD,0.160339,6.23678581
CURR_21995,2004,CNY,AUD,0.164502,6.078953447
CURR_21996,2003,CNY,AUD,0.18633,5.366822305
CURR_21997,2002,CNY,AUD,0.222541,4.493553997
CURR_21998,2001,CNY,AUD,0.233927,4.274837877
CURR_21999,2000,CNY,AUD,0.208741,4.790625704
CURR_22000,1999,CNY,AUD,0.187448,5.334812855
CURR_22001,1998,CNY,AUD,0.192506,5.194643284
CURR_22002,1997,CNY,AUD,0.163034,6.133689905
CURR_22003,1996,CNY,AUD,0.153287,6.523710426
CURR_22004,1995,CNY,AUD,0.161257,6.201281185
CURR_22005,1994,CNY,AUD,0.158241,6.319474725
CURR_22006,1993,CNY,AUD,0.254723,3.92583316
CURR_22007,1992,CNY,AUD,0.246371,4.058919272
CURR_22008,1991,CNY,AUD,0.240805,4.152737692
CURR_22009,1990,CNY,AUD,0.267571,3.737325794
CURR_22010,1989,CNY,AUD,0.336343,2.97315538
CURR_22011,1988,CNY,AUD,0.342984,2.915587899
CURR_22012,1987,CNY,AUD,0.382617,2.613579637
CURR_22013,1986,CNY,AUD,0.432931,2.309836902
CURR_22014,1985,CNY,AUD,0.48672,2.054569362
CURR_22015,1984,CNY,AUD,0.492322,2.031190969
CURR_22016,1983,CNY,AUD,0.56062,1.783739431
CURR_22017,1982,CNY,AUD,0.519625,1.924464758
CURR_22018,1981,CNY,AUD,0.509454,1.962885756
CURR_22019,1980,CNY,AUD,0.566768,1.764390368
CURR_22020,1979,CNY,AUD,0.566836,1.764178704
CURR_22021,1978,CNY,AUD,0.519214,1.925988128
CURR_22022,1977,CNY,AUD,0.485649,2.059100297
CURR_22023,1976,CNY,AUD,0.422502,2.366852701
CURR_22024,1975,CNY,AUD,0.411648,2.42925995
CURR_22025,1974,CNY,AUD,0.355757,2.810907445
CURR_22026,1973,CNY,AUD,0.35512,2.815949538
CURR_22027,1972,CNY,AUD,0.373627,2.676466101
CURR_22028,1971,CNY,AUD,0.35756,2.796733415
CURR_22029,1970,CNY,AUD,0.362683,2.757228765
