Metric_Code,Base Year,Value,Value type,Metric name
MLCON000011409,2010,2.14E+12,Absolute,Exports of goods and services - Constant
MLCON000011412,2010,1.17E+12,Absolute,Exports of goods and services - Constant
MLCON000011414,2010,1.14E+12,Absolute,Exports of goods and services - Constant
MLCON000011416,2010,1.11E+12,Absolute,Exports of goods and services - Constant
MLCON000011418,2010,1.07E+12,Absolute,Exports of goods and services - Constant
MLCON000011420,2010,1.04E+12,Absolute,Exports of goods and services - Constant
MLCON000011422,2010,1.02E+12,Absolute,Exports of goods and services - Constant
MLCON000011424,2010,1.04E+12,Absolute,Exports of goods and services - Constant
MLCON000011426,2010,1.07E+12,Absolute,Exports of goods and services - Constant
MLCON000011428,2010,1.08E+12,Absolute,Exports of goods and services - Constant
MLCON000011430,2010,1.08E+12,Absolute,Exports of goods and services - Constant
MLCON000011432,2010,1.12E+12,Absolute,Exports of goods and services - Constant
MLCON000011434,2010,1.11E+12,Absolute,Exports of goods and services - Constant
MLCON000011436,2010,1.07E+12,Absolute,Exports of goods and services - Constant
MLCON000011438,2010,1.03E+12,Absolute,Exports of goods and services - Constant
MLCON000011440,2010,9.89E+11,Absolute,Exports of goods and services - Constant
MLCON000011442,2010,9.58E+11,Absolute,Exports of goods and services - Constant
MLCON000011444,2010,9.29E+11,Absolute,Exports of goods and services - Constant
MLCON000011446,2010,9.03E+11,Absolute,Exports of goods and services - Constant
MLCON000011448,2010,8.68E+11,Absolute,Exports of goods and services - Constant
MLCON000011450,2010,8.24E+11,Absolute,Exports of goods and services - Constant
MLCON000011452,2010,7.89E+11,Absolute,Exports of goods and services - Constant
MLCON000011454,2010,7.56E+11,Absolute,Exports of goods and services - Constant
MLCON000011456,2010,7.29E+11,Absolute,Exports of goods and services - Constant
MLCON000011458,2010,7.10E+11,Absolute,Exports of goods and services - Constant
MLCON000011460,2010,9.53E+12,Absolute,Exports of goods and services - Constant
MLCON000011461,2010,9.88E+12,Absolute,Exports of goods and services - Constant
MLCON000011462,2010,9.67E+12,Absolute,Exports of goods and services - Constant
MLCON000011463,2010,9.36E+12,Absolute,Exports of goods and services - Constant
MLCON000011464,2010,9.04E+12,Absolute,Exports of goods and services - Constant
MLCON000011465,2010,8.65E+12,Absolute,Exports of goods and services - Constant
MLCON000011466,2010,8.24E+12,Absolute,Exports of goods and services - Constant
MLCON000011467,2010,7.85E+12,Absolute,Exports of goods and services - Constant
MLCON000011468,2010,7.59E+12,Absolute,Exports of goods and services - Constant
MLCON000011469,2010,6.95E+12,Absolute,Exports of goods and services - Constant
MLCON000011470,2010,6.41E+12,Absolute,Exports of goods and services - Constant
MLCON000011501,2010,4.13E+12,Absolute,Exports of goods and services - Constant
MLCON000011503,2010,4.04E+12,Absolute,Exports of goods and services - Constant
MLCON000011505,2010,3.91E+12,Absolute,Exports of goods and services - Constant
MLCON000011507,2010,3.74E+12,Absolute,Exports of goods and services - Constant
MLCON000011509,2010,3.65E+12,Absolute,Exports of goods and services - Constant
MLCON000011511,2010,3.60E+12,Absolute,Exports of goods and services - Constant
MLCON000011513,2010,3.61E+12,Absolute,Exports of goods and services - Constant
MLCON000011515,2010,3.52E+12,Absolute,Exports of goods and services - Constant
MLCON000011517,2010,3.32E+12,Absolute,Exports of goods and services - Constant
MLCON000011519,2010,3.50E+12,Absolute,Exports of goods and services - Constant
MLCON000011521,2010,3.52E+12,Absolute,Exports of goods and services - Constant
MLCON000011523,2010,3.41E+12,Absolute,Exports of goods and services - Constant
MLCON000011525,2010,3.25E+12,Absolute,Exports of goods and services - Constant
MLCON000011527,2010,3.16E+12,Absolute,Exports of goods and services - Constant
MLCON000011529,2010,3.03E+12,Absolute,Exports of goods and services - Constant
MLCON000011531,2010,2.96E+12,Absolute,Exports of goods and services - Constant
MLCON000011533,2010,2.90E+12,Absolute,Exports of goods and services - Constant
MLCON000011535,2010,2.86E+12,Absolute,Exports of goods and services - Constant
MLCON000011537,2010,2.73E+12,Absolute,Exports of goods and services - Constant
MLCON000011539,2010,2.61E+12,Absolute,Exports of goods and services - Constant
MLCON000011541,2010,2.50E+12,Absolute,Exports of goods and services - Constant
MLCON000011543,2010,2.43E+12,Absolute,Exports of goods and services - Constant
MLCON000011545,2010,2.40E+12,Absolute,Exports of goods and services - Constant
MLCON000011548,2010,7.10E+11,Absolute,Exports of goods and services - Constant
MLCON000011550,2010,7.04E+11,Absolute,Exports of goods and services - Constant
MLCON000011552,2010,6.85E+11,Absolute,Exports of goods and services - Constant
MLCON000011554,2010,6.73E+11,Absolute,Exports of goods and services - Constant
MLCON000011556,2010,6.61E+11,Absolute,Exports of goods and services - Constant
MLCON000011558,2010,6.53E+11,Absolute,Exports of goods and services - Constant
MLCON000011560,2010,6.37E+11,Absolute,Exports of goods and services - Constant
MLCON000011562,2010,6.25E+11,Absolute,Exports of goods and services - Constant
MLCON000011564,2010,6.19E+11,Absolute,Exports of goods and services - Constant
MLCON000011566,2010,6.09E+11,Absolute,Exports of goods and services - Constant
MLCON000011568,2010,5.91E+11,Absolute,Exports of goods and services - Constant
MLCON000011570,2010,6.05E+11,Absolute,Exports of goods and services - Constant
MLCON000011572,2010,5.92E+11,Absolute,Exports of goods and services - Constant
MLCON000011574,2010,5.68E+11,Absolute,Exports of goods and services - Constant
MLCON000011576,2010,5.47E+11,Absolute,Exports of goods and services - Constant
MLCON000011578,2010,5.30E+11,Absolute,Exports of goods and services - Constant
MLCON000011580,2010,5.16E+11,Absolute,Exports of goods and services - Constant
MLCON000011582,2010,5.16E+11,Absolute,Exports of goods and services - Constant
MLCON000011584,2010,5.15E+11,Absolute,Exports of goods and services - Constant
MLCON000011586,2010,5.08E+11,Absolute,Exports of goods and services - Constant
MLCON000011588,2010,4.89E+11,Absolute,Exports of goods and services - Constant
MLCON000011590,2010,4.81E+11,Absolute,Exports of goods and services - Constant
MLCON000011592,2010,4.67E+11,Absolute,Exports of goods and services - Constant
MLCON000011594,2010,4.56E+11,Absolute,Exports of goods and services - Constant
MLCON000011596,2010,4.54E+11,Absolute,Exports of goods and services - Constant
MLCON000011627,2010,3034258429,Absolute,Exports of goods and services - Constant
MLCON000011628,2010,4200709737,Absolute,Exports of goods and services - Constant
MLCON000011629,2010,4818297989,Absolute,Exports of goods and services - Constant
MLCON000011630,2010,4726523727,Absolute,Exports of goods and services - Constant
MLCON000011631,2010,4273604279,Absolute,Exports of goods and services - Constant
MLCON000011632,2010,4330674182,Absolute,Exports of goods and services - Constant
MLCON000011633,2010,4638576434,Absolute,Exports of goods and services - Constant
MLCON000011634,2010,4139446707,Absolute,Exports of goods and services - Constant
MLCON000011635,2010,4156207137,Absolute,Exports of goods and services - Constant
MLCON000011636,2010,2589239508,Absolute,Exports of goods and services - Constant
MLCON000011637,2010,1696107456,Absolute,Exports of goods and services - Constant
MLCON000011638,2010,730852697.9,Absolute,Exports of goods and services - Constant
MLCON000011639,2010,735062805.4,Absolute,Exports of goods and services - Constant
MLCON000011640,2010,769666890.4,Absolute,Exports of goods and services - Constant
MLCON000011698,2010,6.38E+13,Absolute,Exports of goods and services - Constant
MLCON000011699,2010,5.86E+13,Absolute,Exports of goods and services - Constant
MLCON000011700,2010,5.59E+13,Absolute,Exports of goods and services - Constant
MLCON000011701,2010,5.45E+13,Absolute,Exports of goods and services - Constant
MLCON000011702,2010,5.15E+13,Absolute,Exports of goods and services - Constant
MLCON000011703,2010,4.93E+13,Absolute,Exports of goods and services - Constant
MLCON000011704,2010,4.71E+13,Absolute,Exports of goods and services - Constant
MLCON000011705,2010,4.56E+13,Absolute,Exports of goods and services - Constant
MLCON000011706,2010,4.31E+13,Absolute,Exports of goods and services - Constant
MLCON000011707,2010,3.98E+13,Absolute,Exports of goods and services - Constant
MLCON000011708,2010,3.72E+13,Absolute,Exports of goods and services - Constant
MLCON000012024,2010,4.17E+11,Absolute,Exports of goods and services - Constant
MLCON000012033,2010,3.78E+11,Absolute,Exports of goods and services - Constant
MLCON000012042,2010,3.55E+11,Absolute,Exports of goods and services - Constant
MLCON000012051,2010,3.46E+11,Absolute,Exports of goods and services - Constant
MLCON000012060,2010,3.49E+11,Absolute,Exports of goods and services - Constant
MLCON000012069,2010,3.16E+11,Absolute,Exports of goods and services - Constant
MLCON000012078,2010,2.96E+11,Absolute,Exports of goods and services - Constant
MLCON000012087,2010,2.76E+11,Absolute,Exports of goods and services - Constant
MLCON000012096,2010,2.58E+11,Absolute,Exports of goods and services - Constant
MLCON000012105,2010,2.32E+11,Absolute,Exports of goods and services - Constant
MLCON000012114,2010,2.06E+11,Absolute,Exports of goods and services - Constant
MLCON000012123,2010,1.89E+11,Absolute,Exports of goods and services - Constant
MLCON000012132,2010,2.07E+11,Absolute,Exports of goods and services - Constant
MLCON000012141,2010,1.96E+11,Absolute,Exports of goods and services - Constant
MLCON000012150,2010,1.82E+11,Absolute,Exports of goods and services - Constant
MLCON000012159,2010,1.68E+11,Absolute,Exports of goods and services - Constant
MLCON000012168,2010,1.57E+11,Absolute,Exports of goods and services - Constant
MLCON000012177,2010,1.54E+11,Absolute,Exports of goods and services - Constant
MLCON000012179,2010,1.36E+11,Absolute,Exports of goods and services - Constant
MLCON000012181,2010,1.28E+11,Absolute,Exports of goods and services - Constant
MLCON000012183,2010,1.16E+11,Absolute,Exports of goods and services - Constant
MLCON000012185,2010,1.22E+11,Absolute,Exports of goods and services - Constant
MLCON000012187,2010,1.43E+11,Absolute,Exports of goods and services - Constant
MLCON000012189,2010,1.39E+11,Absolute,Exports of goods and services - Constant
MLCON000012191,2010,1.23E+11,Absolute,Exports of goods and services - Constant
MLCON000012193,2010,1.11E+11,Absolute,Exports of goods and services - Constant
MLCON000012195,2010,1.13E+11,Absolute,Exports of goods and services - Constant
MLCON000012197,2010,1.08E+11,Absolute,Exports of goods and services - Constant
MLCON000012199,2010,98264400000,Absolute,Exports of goods and services - Constant
MLCON000012201,2010,87643000000,Absolute,Exports of goods and services - Constant
MLCON000012203,2010,1.04E+11,Absolute,Exports of goods and services - Constant
MLCON000012205,2010,94893300000,Absolute,Exports of goods and services - Constant
MLCON000012207,2010,85322200000,Absolute,Exports of goods and services - Constant
MLCON000012209,2010,84106400000,Absolute,Exports of goods and services - Constant
MLCON000012211,2010,72472400000,Absolute,Exports of goods and services - Constant
MLCON000012213,2010,73977900000,Absolute,Exports of goods and services - Constant
MLCON000012215,2010,68899200000,Absolute,Exports of goods and services - Constant
MLCON000012217,2010,70197800000,Absolute,Exports of goods and services - Constant
MLCON000012236,2010,84543460000,Absolute,Exports of goods and services - Constant
MLCON000012238,2010,82047140000,Absolute,Exports of goods and services - Constant
MLCON000012240,2010,77698110000,Absolute,Exports of goods and services - Constant
MLCON000012242,2010,74565400000,Absolute,Exports of goods and services - Constant
MLCON000012244,2010,72248930000,Absolute,Exports of goods and services - Constant
MLCON000012246,2010,71744270000,Absolute,Exports of goods and services - Constant
MLCON000012248,2010,72275270000,Absolute,Exports of goods and services - Constant
MLCON000012250,2010,72786480000,Absolute,Exports of goods and services - Constant
MLCON000012252,2010,66895860000,Absolute,Exports of goods and services - Constant
MLCON000012254,2010,67015280000,Absolute,Exports of goods and services - Constant
MLCON000012256,2010,74757730000,Absolute,Exports of goods and services - Constant
MLCON000012258,2010,75163920000,Absolute,Exports of goods and services - Constant
MLCON000012260,2010,69946310000,Absolute,Exports of goods and services - Constant
MLCON000012262,2010,68423510000,Absolute,Exports of goods and services - Constant
MLCON000012264,2010,67369480000,Absolute,Exports of goods and services - Constant
